songid,track,artist,region,datee,position,streams,danceability,energy,song_key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_sig,country_name,rank,score,high,low,gdp,fam,health,freedom,gen,trust,dys
4tNpAeDH7S7cJGEo28Ogi4,Patsergedrag,Sevn Alias,nl,12/31/17,14,117711,0.965,0.617,2,-6.197,1,0.296,0.0702,0,0.124,0.669,123.961,189259,4,Netherlands,6,7.376999855,7.427425841,7.326573869,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,2.294804096
4O24JLlZTvzn5D8ra8o1mS,Korkma Söyle,Sancak,tr,4/8/17,193,4619,0.487,0.643,1,-5.064,0,0.033,0.5,0,0.131,0.464,80.088,232231,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
4jswhbcaGqFe8v5uSHlqyb,O Verão Está Chegando,Mc Davi,br,8/18/17,182,48993,0.821,0.85,10,-1.563,0,0.0469,0.273,1.38E-05,0.0393,0.963,130.015,162508,4,Brazil,22,6.635000229,6.725469502,6.544530956,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,2.769267082
6KvhbFSMQOCA5PSqPnTtBA,Ojitos Chiquitos,Don Omar,py,12/31/17,140,1495,0.801,0.839,1,-3.267,0,0.24,0.0206,7.65E-05,0.0946,0.792,170.011,229027,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
7dxGZfWqbwSMxfNuNZR6TD,Bruk It Dung,Eshconinco,cr,12/31/17,120,2786,0.901,0.608,7,-4.889,1,0.0958,0.0689,1.57E-05,0.0797,0.817,98.044,159451,4,Costa Rica,12,7.078999996,7.168111666,6.989888326,1.109706283,1.416403651,0.759509265,0.58013165,0.214613229,0.100106589,2.898639202
3H179O48ynsu9q8LOnFQZY,Qué Gano Olvidándote - Versión Urbana,Reik,py,11/24/17,198,1067,0.49,0.894,11,-1.708,0,0.0947,0.0869,0,0.103,0.653,197.989,246853,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
03smf37Y11ZaOSl9eW98e1,Slovensky klin,Chinaski,cz,6/3/17,183,1147,0.658,0.705,3,-6.19,1,0.0253,0.0154,0.00399,0.103,0.413,100.021,215982,4,Czech Republic,23,6.609000206,6.683862463,6.534137949,1.352682352,1.433885217,0.754444003,0.490946174,0.088106759,0.036872927,2.451861858
05CS4vtvc5hbbofZyo3xhB,Uçurtma,Ceylan Ertem,tr,12/26/17,198,7961,0.448,0.331,5,-9.003,1,0.0301,0.71,0,0.129,0.549,120.373,183129,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
0Fv5N0cHBsl4bzCbollCAS,Moves,Big Sean,gr,2/11/17,64,1053,0.789,0.53,2,-6.2,1,0.293,0.0541,0,0.164,0.367,75.515,142907,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
0jVPEBd4wyHupkTHwzQRyc,Stranger,Peking Duk,au,7/29/17,189,16908,0.528,0.874,1,-3.028,0,0.0456,0.045,0,0.0888,0.376,105.042,206394,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
4To6EN66e3X3Ze8UCv0Mwh,Græða Peninginn,Góði Úlfurinn,is,11/10/17,98,1153,0.944,0.339,6,-12.259,0,0.123,0.0778,1.29E-06,0.0528,0.423,97.981,151187,4,Iceland,3,7.504000187,7.622030473,7.385969901,1.48063302,1.610574007,0.833552122,0.627162635,0.475540221,0.153526559,2.322715282
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,au,7/10/17,192,15775,0.485,0.619,5,-7.115,0,0.0289,0.0941,3.31E-06,0.109,0.416,138.017,242373,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
2InJDvDcA4RXEeA9njdibl,Louca de Saudade - Ao Vivo,Jorge & Mateus,br,12/25/17,170,53286,0.728,0.739,7,-2.729,1,0.0272,0.539,0,0.276,0.722,106.017,195573,4,Brazil,22,6.635000229,6.725469502,6.544530956,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,2.769267082
3ncgNpxLoBQ65ABk4djDyd,Pick It Up (feat. A$AP Rocky),Famous Dex,gr,12/31/17,54,1621,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,191252,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
263jcrCMb0ttw18hoGQTN4,Op,KESI,dk,12/30/17,161,9366,0.539,0.664,1,-8.354,1,0.13,0.188,4.02E-06,0.0994,0.283,180.053,234667,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
6rQSrBHf7HlZjtcMZ4S4bO,Safari,J Balvin,py,12/16/17,192,1074,0.508,0.687,0,-4.361,1,0.326,0.551,3.41E-06,0.126,0.555,180.044,205600,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
1EuFr1JA70TaEzlaSM4ulc,366.Gün,Sagopa Kajmer,tr,12/30/17,190,8189,0.55,0.617,5,-8.71,0,0.0514,0.121,0,0.235,0.498,82.995,235078,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
3bp5fh0qPmCqC5PWEewFkm,Oh Meu Deus,Projota,br,12/30/17,189,53173,0.726,0.804,7,-4.301,1,0.0434,0.00143,0.000392,0.453,0.45,149.985,181528,4,Brazil,22,6.635000229,6.725469502,6.544530956,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,2.769267082
3uPLiBTUgz7wrGJ2mw1rzM,Blockia,Bad Bunny,do,12/31/17,153,1201,0.773,0.583,1,-8.694,0,0.054,0.206,0,0.16,0.373,138.009,201739,4,Dominican Republic,86,5.230000019,5.349060885,5.110939153,1.079373837,1.402416706,0.574873745,0.552589834,0.18696785,0.113945253,1.31946516
2nnsC44cFHGgIXvKLadXUK,Noche en Hawaii,Bonny Lovy,py,9/2/17,182,1037,0.787,0.873,0,-3.091,1,0.255,0.00988,0,0.0549,0.612,94.914,177156,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
2mEdVaLBy8vfztnZojEG6F,Indifférent,NODE,dk,12/31/17,176,21116,0.745,0.821,11,-3.884,0,0.0815,0.12,0,0.274,0.783,119.946,181182,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
6IGab4crwh7isfovdM1joQ,Las Fresas - Version Urban,Banda El Recodo,cl,5/1/17,135,10962,0.865,0.751,8,-4.309,1,0.0771,0.163,0,0.202,0.778,99.984,216146,4,Chile,20,6.65199995,6.73925056,6.564749341,1.25278461,1.284024954,0.819479704,0.376895279,0.326662421,0.082287982,2.509585857
6EbWh7j1nLYNd2Gqlqvrc3,Mentalmente - Ao Vivo,Naiara Azevedo,br,12/31/17,82,124290,0.704,0.737,0,-3.538,1,0.184,0.0326,0,0.618,0.529,127.469,160693,4,Brazil,22,6.635000229,6.725469502,6.544530956,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,2.769267082
2UZW9WOPXdxw9YMG1bebS8,Θ. Macarena,Damso,be,12/31/17,159,7452,0.777,0.549,2,-8.202,1,0.0614,0.213,1.73E-06,0.0494,0.245,129.908,206840,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz,au,5/25/17,185,17980,0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,219043,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
7gFDpAsvOi9Hc1ccLuOR7t,GerviGlingur,JóiPé,is,12/31/17,112,1065,0.769,0.654,5,-8.589,0,0.0681,0.429,0.028,0.0857,0.592,140.003,168526,4,Iceland,3,7.504000187,7.622030473,7.385969901,1.48063302,1.610574007,0.833552122,0.627162635,0.475540221,0.153526559,2.322715282
2bhXXPeTIqsx6AyMbJQYey,黄熱病 -YELLOW FEVER- × STUTS,AKKOGORILLA,jp,3/29/17,164,1471,0.73,0.826,11,-3.16,0,0.116,0.0508,5.97E-06,0.251,0.812,105.494,211991,4,Japan,51,5.920000076,5.990719445,5.849280708,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553
6wCjFS1rdcR9lNBgl4ba9o,Volare,Fabio Rovazzi,it,12/31/17,156,23308,0.661,0.891,1,-2.355,0,0.0686,0.00503,0,0.0786,0.477,149.977,227200,4,Italy,48,5.964000225,6.042736906,5.885263544,1.395066619,1.444923282,0.853144348,0.256450713,0.172789648,0.028028091,1.813312054
5hTpBe8h35rJ67eAWHQsJx,Caroline,Aminé,au,9/10/17,200,17658,0.941,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.041,209640,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
76gwG061wqdatYhicO2hG4,Bad Ideas,Alle Farben,at,10/22/17,191,1910,0.749,0.71,7,-6.63,1,0.0331,0.0163,0.0237,0.0892,0.678,120.005,166213,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
6yr8GiTHWvFfi4o6Q5ebdT,'Till I Collapse,Eminem,gr,12/16/17,118,1025,0.551,0.851,1,-3.277,1,0.197,0.0748,0,0.0784,0.1,171.411,297893,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
21u9cFskfSRdv6tBFZEtuK,Outta Control (feat. Hamza),KC Rebell,at,7/10/17,195,1634,0.82,0.615,8,-8.274,0,0.213,0.296,0,0.0646,0.876,143.959,266643,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
5NclFtKE9l08xM8XhDKyzx,エイリアンズ,KIRINJI,jp,6/29/17,189,1919,0.579,0.436,3,-7.013,0,0.0272,0.685,0.00104,0.0926,0.317,170.067,364333,4,Japan,51,5.920000076,5.990719445,5.849280708,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553
09Ovjyfez6v3SiJMIbiMtc,Ponte Bonita (feat. Wolfine),Mario Hart,pe,5/7/17,199,4880,0.849,0.566,2,-11.38,1,0.104,0.1,2.29E-06,0.698,0.587,91.993,210629,4,Peru,63,5.715000153,5.811946779,5.618053527,1.035225272,1.218770385,0.630166113,0.450002879,0.126819715,0.047049087,2.20726943
0uRHot8ml8U8cYVwwzMwNT,Corazon De Seda (feat. Ozuna),Klasico,do,11/11/17,189,1004,0.841,0.694,7,-5.114,0,0.0937,0.0759,0,0.102,0.83,90.034,186976,4,Dominican Republic,86,5.230000019,5.349060885,5.110939153,1.079373837,1.402416706,0.574873745,0.552589834,0.18696785,0.113945253,1.31946516
5s2CSPhd8WzOnFsZNFtzl1,Sabar,Ismail Izzani,my,12/31/17,182,3820,0.562,0.413,10,-7.974,1,0.0323,0.27,0,0.116,0.371,87.884,211673,4,Malaysia,42,6.084000111,6.179979637,5.988020585,1.29121542,1.284646034,0.618784428,0.402264982,0.41660893,0.065600708,2.004448891
0jx8zY5JQsS4YEQcfkoc5C,Angels (feat. Saba),Chance The Rapper,ca,2/14/17,198,18139,0.771,0.647,5,-5.127,0,0.376,0.294,0,0.37,0.678,155.914,206240,4,Canada,7,7.315999985,7.384402835,7.247597134,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,2.187264442
5Fim1gaXBgsiFfsQAfQSDS,Hasta el Amanecer,Nicky Jam,py,7/7/17,151,1129,0.832,0.608,6,-6.042,0,0.0385,0.282,0,0.0761,0.589,94.013,198707,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
0RCSckg7PFBBfwG73ydbOG,Nicht jetzt,KC Rebell,at,9/28/17,199,1882,0.834,0.841,10,-6.249,0,0.176,0.00498,2.93E-05,0.5,0.378,116.029,178170,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
0hMmdL64r14D1m9yjRyv7U,Asio,Ben Cristovao,cz,10/15/17,195,1202,0.828,0.517,9,-5.243,1,0.258,0.31,0,0.253,0.211,95.078,212758,4,Czech Republic,23,6.609000206,6.683862463,6.534137949,1.352682352,1.433885217,0.754444003,0.490946174,0.088106759,0.036872927,2.451861858
4BZTIYMNweroGxdDZPCiJV,RIO,Lacrim,be,11/22/17,191,3336,0.714,0.667,10,-7.228,0,0.262,0.51,0,0.134,0.242,129.954,209000,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
7CmWXD3w1xOO53AAO4LRVQ,愛をこめて花束を,Superfly,jp,12/31/17,17,12535,0.37,0.8,7,-3.403,1,0.0436,0.151,3.33E-06,0.089,0.451,161.934,295600,4,Japan,51,5.920000076,5.990719445,5.849280708,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553
1OLyNtgAlxrQx6RKtsTbHl,Sny a Noční Můry (feat. Lvcas Dope & Nik Tendo),Yzomandias,sk,11/6/17,58,1008,0.644,0.831,4,-5.083,0,0.0816,0.117,0,0.332,0.233,158.039,245316,4,Slovakia,40,6.09800005,6.177348412,6.018651687,1.325393558,1.505059242,0.712732911,0.295817465,0.136544481,0.024210852,2.097776651
3l7mBXrUfRwa4VO8nHLAgJ,Solo - Remix,Lary Over,py,12/31/17,59,3347,0.748,0.532,2,-7.157,1,0.132,0.389,0,0.06,0.369,98.038,245987,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
6LHud2vk41b9mH0QH4f8KS,Vay Delikanlı Gönlüm,Ahmet Şafak,tr,12/24/17,193,7311,0.332,0.681,2,-5.346,0,0.077,0.812,3.64E-06,0.175,0.667,83.941,304000,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,Nico & Vinz,gb,9/11/17,185,35917,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13E-06,0.158,0.76,119.939,247520,4,United Kingdom,19,6.714000225,6.783791761,6.644208689,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,1.704143524
3YSagrvQP9x32rAjEI48PL,Raplord,Haikaiss,br,12/20/17,197,49943,0.729,0.691,6,-7.819,0,0.291,0.0957,0,0.134,0.489,148.18,263078,4,Brazil,22,6.635000229,6.725469502,6.544530956,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,2.769267082
2d48mamATjby7wgPjdrSOQ,Craving You,Thomas Rhett,ca,10/11/17,197,19979,0.607,0.841,9,-3.772,0,0.0371,0.000899,0,0.34,0.505,104.978,223627,4,Canada,7,7.315999985,7.384402835,7.247597134,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,2.187264442
5WoaF1B5XIEnWfmb5NZikf,Sky Walker,Miguel,gr,12/20/17,94,1040,0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,259333,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
0uBu60Wd7yzm2sFrj2hSr6,Salé,Niska,be,12/31/17,171,7028,0.763,0.604,1,-7.561,1,0.07,0.391,0,0.272,0.331,141.925,170267,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
1MU2FgVJ0eVI3wBOLoRAMi,Ateşle Oynama,Erol Evgin,tr,7/20/17,195,6193,0.582,0.662,11,-4.705,0,0.049,0.19,0,0.127,0.458,104.039,286595,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
5hKjEpYrJIJs6uPl7zw6Y6,No Te Hagas,Jory Boy,py,12/31/17,86,2295,0.748,0.69,0,-3.812,0,0.0477,0.0353,0,0.315,0.433,131.972,233251,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
0OMRAvrtLWE2TvcXorRiB9,La Gozadera,Gente De Zona,py,2/25/17,127,1022,0.616,0.989,9,-1.698,0,0.0483,0.166,0,0.172,0.902,95.036,203160,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
0Szp49tpFasIjX04Mcsydp,Tu Foto,Ozuna,py,8/24/17,13,7988,0.735,0.482,7,-9.21,1,0.0508,0.205,0.000194,0.0894,0.795,175.907,193118,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
3CqELUCD4xPw5ERPXTyPq1,Heaven,Richie Campbell,pt,12/20/17,100,4083,0.591,0.545,8,-8.658,0,0.167,0.277,0,0.0962,0.544,132.713,235200,5,Portugal,89,5.195000172,5.285041733,5.10495861,1.315175295,1.367043018,0.795843542,0.4984653,0.095102713,0.015869452,1.107682705
4Qsk6DA1YgENzKokPuOnFI,Derin Derin Sevdalara Dalarsın,Manuş Baba,tr,12/11/17,196,7755,0.341,0.206,5,-11.696,1,0.0457,0.888,0.000335,0.132,0.25,178.446,233480,3,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
6X5qzdy6v0E8BEW4B2kWeA,Con Lai,Renne Dang,cz,5/4/17,193,1178,0.633,0.521,0,-10.185,0,0.0841,0.0136,5.56E-05,0.214,0.292,138.039,210418,4,Czech Republic,23,6.609000206,6.683862463,6.534137949,1.352682352,1.433885217,0.754444003,0.490946174,0.088106759,0.036872927,2.451861858
5RoIXwyTCdyUjpMMkk4uPd,Sweet Disposition,The Temper Trap,au,7/5/17,194,16087,0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139,230800,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
3dyI5HVTPyxC5OWwz7ypvb,Ponle La Firma,Original Fat,pa,12/31/17,119,1374,0.488,0.607,3,-7.327,0,0.345,0.55,5.77E-06,0.152,0.884,199.676,328620,4,Panama,30,6.452000141,6.557130716,6.346869566,1.233748436,1.373192549,0.706156135,0.550026834,0.210556939,0.070983924,2.307199955
63tlAnWPQ9boOESOoeGzW1,Bammbaramm,Hildur,is,4/5/17,83,1061,0.833,0.534,8,-9.26,1,0.0438,0.0576,0.392,0.148,0.415,96.057,177853,4,Iceland,3,7.504000187,7.622030473,7.385969901,1.48063302,1.610574007,0.833552122,0.627162635,0.475540221,0.153526559,2.322715282
5vy1C7DD9xJ5fRB3KqV6Kq,El Equivocado,Mano Arriba,uy,12/31/17,113,1896,0.736,0.795,11,-5.003,0,0.0478,0.0977,0,0.106,0.961,150.019,164082,3,Uruguay,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,2.172409534
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey,au,9/7/17,187,20009,0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,250987,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
4ARPvK8DHLwt4oX65ZAFMw,Look At Me!,XXXTENTACION,gr,9/16/17,77,1063,0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
2yGNkkwU2iT0doFxkxhcXH,Tengo Que Colgar,Banda Sinaloense MS de Sergio Lizárraga,mx,12/31/17,80,67703,0.779,0.445,7,-5.59,1,0.0329,0.111,5.44E-06,0.0992,0.642,126.007,248120,4,Mexico,25,6.578000069,6.671148908,6.48485123,1.153183818,1.21086216,0.709978998,0.412730008,0.120990433,0.132774115,2.837154865
6VHdcVbiKLYYOcMbIqBcuK,Lumbra,Cali Y El Dandee,py,11/18/17,183,1030,0.724,0.84,0,-3.581,1,0.0392,0.053,0,0.727,0.835,92.01,197087,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
4PXVZqZdzzfqFX39LS52b3,Crank It (Woah!) - Radio Edit,Kideko,gb,2/10/17,137,47363,0.801,0.915,7,-6.765,1,0.172,0.103,0.000201,0.085,0.791,124.984,168000,4,United Kingdom,19,6.714000225,6.783791761,6.644208689,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,1.704143524
3fk5fBFB27GbWGATdBpOgr,Carmesí,Vicente Garcia,do,12/31/17,164,1160,0.809,0.508,1,-9.182,1,0.0328,0.654,0.000224,0.105,0.732,121.968,181467,4,Dominican Republic,86,5.230000019,5.349060885,5.110939153,1.079373837,1.402416706,0.574873745,0.552589834,0.18696785,0.113945253,1.31946516
5GPfIFxXgGtX0GenuJhYOZ,Echte Berliner,Bushido,at,6/27/17,192,1722,0.896,0.636,11,-5.919,1,0.317,0.023,0,0.126,0.381,92.973,176733,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
4ntsD33Pgsgk8rUyZLLiUV,DEVASTATED,Joey Bada$$,au,4/9/17,191,15217,0.812,0.628,10,-6.164,0,0.0682,0.0634,0,0.254,0.485,123.004,207059,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
1FrGraOrJtVmK7aXA6lbej,Tusen Bitar,Kamferdrops,se,11/11/17,191,18200,0.652,0.637,4,-4.539,1,0.0458,0.129,0.000263,0.119,0.414,131.977,231680,4,Sweden,9,7.28399992,7.344094877,7.223904962,1.494387269,1.478162169,0.830875158,0.612924099,0.385399252,0.384398729,2.097537994
3Xrd2febrBti5pNuRTVmra,SORA,GENERATIONS from EXILE TRIBE,jp,12/31/17,73,6643,0.407,0.536,0,-6.218,1,0.0314,0.529,1.74E-06,0.115,0.254,143.98,310133,4,Japan,51,5.920000076,5.990719445,5.849280708,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553
2SmgFAhQkQCQPyBiBxR6Te,Criminal,Natti Natasha,py,11/9/17,1,16023,0.816,0.806,2,-3.023,0,0.0563,0.0347,9.01E-05,0.255,0.822,79.987,232550,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
6IgtGf4ZmG3OPLmE1PFXrr,Fuck Ugly God,Ugly God,us,8/5/17,179,159511,0.878,0.233,5,-11.311,0,0.603,0.242,0,0.0817,0.135,134.956,128669,4,United States,14,6.993000031,7.074656748,6.911343313,1.546259284,1.419920564,0.774286628,0.505740523,0.392578781,0.135638788,2.218113422
0h4FK0CnlZ3oJnZ6quEk1P,What Do You Love,Seeb,nl,1/17/17,182,14264,0.542,0.903,11,-2.745,1,0.0731,0.166,3.53E-05,0.355,0.39,96.028,211875,4,Netherlands,6,7.376999855,7.427425841,7.326573869,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,2.294804096
1Lj3IxnXEMEULqW400cjio,Svona er þetta,Emmsjé Gauti,is,9/8/17,111,1067,0.854,0.695,8,-5.669,1,0.154,0.0111,0,0.111,0.407,141.029,174789,4,Iceland,3,7.504000187,7.622030473,7.385969901,1.48063302,1.610574007,0.833552122,0.627162635,0.475540221,0.153526559,2.322715282
4p6GrHUjj3ZtDS0xsqPhmX,Haydar Haydar,Can Gox,tr,12/31/17,168,8797,0.598,0.555,2,-8.474,0,0.0285,0.566,6.51E-05,0.147,0.401,85.013,202147,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
45yEy5WJywhJ3sDI28ajTm,Here Comes The Sun - Remastered,The Beatles,au,10/19/17,137,24491,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
4XDpZleldkujOhnwNvgoMX,Let Me Love You,Dastic,au,4/17/17,189,16648,0.68,0.795,5,-6.645,1,0.0553,0.159,0,0.0666,0.486,104.019,203724,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
3up1uPuvL5vkfJ6aOeSRtD,Loin - Pilule Violette,Maître Gims,nl,3/16/17,156,20557,0.83,0.765,7,-4.205,0,0.101,0.0232,0.0159,0.0754,0.367,102.028,188040,4,Netherlands,6,7.376999855,7.427425841,7.326573869,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,2.294804096
2opHCc3qNPHIaHPKQmOYIl,The Best Side Of Life,Sarah Connor,at,12/26/17,147,2665,0.631,0.634,2,-5.2,1,0.0325,0.564,0,0.124,0.554,90.947,229333,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
2KvHC9z14GSl4YpkNMX384,Do Not Disturb,Drake,gr,3/21/17,67,1103,0.787,0.69,7,-6.206,0,0.404,0.234,0,0.112,0.465,171.029,283551,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
1OtZIaJBXo3Pe6nfaMsjKT,Na Ponta Ela Fica,Delano,py,12/31/17,183,1218,0.843,0.569,7,-10.713,1,0.278,0.288,8.83E-05,0.0643,0.947,95.075,154027,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
1kAAY8JLOTQZ8zsD0E5ku7,Fikrimin İnce Gülü,Can Oflaz,tr,12/18/17,198,7627,0.521,0.471,6,-8.959,1,0.0337,0.624,0.000137,0.13,0.396,140.076,236171,3,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
